Hyperbolic rotation test
---------------------------------------------
Number of tests             : 2500
Number of CORDIC iterations : 10
Number format               : q3.28
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
1369 :   2.541910,  -1.656215,  14.496283 |   1.825671,  -0.879155,    0.000000 | 2.456411e-04, 5.106755e-04,   0.016032 :       OK
1370 :  -6.425348,   5.638534,  -2.577966 |  -5.547620,   4.923461,    0.000000 | 1.230301e+01, 1.207225e+01,  28.894958 : Overflow
1371 :  -2.358539,   0.099229, -13.252519 |  -2.028873,   0.541269,    0.000000 | 2.727854e-04, 1.020449e-03,   0.028813 :       OK
1372 :  -2.959984,   4.801873,   8.460228 |  -1.892477,   3.664032,    0.000000 | 3.184008e-06, 2.069584e-06,   0.000045 :       OK
1373 :   3.439142,  -4.497347,  48.612098 |   0.383981,  -2.435174,    0.000000 | 1.922902e-03, 3.020899e-04,   0.045247 :       OK
1374 :   2.384027,   2.516692,  36.289090 |   3.801325,   3.859757,    0.000000 | 1.054200e-03, 1.038216e-03,   0.015660 :       OK
1375 :  -1.544076,  -0.576306,   5.374996 |  -1.331815,  -0.600685,    0.000000 | 5.164432e-04, 1.146274e-03,   0.049327 :       OK
1376 :   7.570746,   2.570589, -33.695372 |   6.072092,  -1.398482,    0.000000 | 7.870314e-05, 3.377525e-04,   0.003185 :       OK
1377 :   7.355599,  -5.053398,  45.778050 |   4.439263,  -0.192101,    0.000000 | 5.567323e-05, 1.307012e-03,   0.016870 :       OK
1378 :   2.961306,  -6.351565,  53.914801 |  -2.096584,  -5.112229,    0.000000 | 1.010265e-03, 4.150822e-04,   0.011318 :       OK
1379 :  -3.556365,   3.244725,  45.407557 |  -1.563014,   0.991799,    0.000000 | 8.930468e-04, 1.408244e-03,   0.051643 :       OK
1380 :  -0.580245,  -1.051084,  39.664456 |  -1.254709,  -1.450226,    0.000000 | 6.498332e-04, 5.621282e-04,   0.025687 :       OK
1381 :  -5.415286,  -5.079168, -44.448826 |  -2.307298,  -1.701438,    0.000000 | 9.474469e-05, 1.287156e-04,   0.003203 :       OK
1382 :   5.110330,   4.203241,  19.354059 |   5.685367,   5.148444,    0.000000 | 3.158995e-03, 3.488052e-03,   0.035134 :       OK
1383 :  -1.631976,   5.043604,  -5.503537 |  -1.763052,   4.334687,    0.000000 | 3.476743e-03, 1.415838e-03,   0.045944 :       OK
1384 :  -6.222162,  -5.557427, -43.085501 |  -2.889007,  -1.718983,    0.000000 | 7.048064e-04, 1.185292e-03,   0.023515 :       OK
1385 :   3.856325,  -5.032474, -40.640665 |   7.255895,  -7.736043,    0.000000 | 1.514317e+01, 1.518227e+01,   5.466335 : Overflow
1386 :  -6.922954,  -6.021200,  18.153182 |  -7.644891,  -7.099819,    0.000000 | 1.371134e+01, 1.361714e+01,  13.319742 : Overflow
1387 :  -5.591985,  -4.260653, -38.654980 |  -3.166504,  -0.997552,    0.000000 | 5.473195e-04, 1.734562e-03,   0.031380 :       OK
1388 :  -0.779927,  -5.441892, -54.044421 |   3.962585,  -5.972749,    0.000000 | 6.660620e-04, 4.413456e-04,   0.006396 :       OK
1389 :   3.596612,   0.178272,  44.534785 |   4.059161,   2.755360,    0.000000 | 1.403003e-03, 2.065956e-03,   0.029150 :       OK
1390 :  -6.982542,   0.851487,  46.830482 |  -7.195529,  -4.324880,    0.000000 | 2.736910e-03, 4.550794e-03,   0.036224 :       OK
1391 :   0.191338,  -5.313370,  59.860374 |  -5.237610,  -6.844419,    0.000000 | 2.282367e-04, 1.742014e-04,   0.001918 :       OK
1392 :  -6.844543,  -6.449013, -18.868949 |  -4.195916,  -3.739704,    0.000000 | 2.565997e-03, 2.878644e-03,   0.039288 :       OK
1393 :  -1.889190,   5.969538,  38.962782 |   1.689888,   4.993456,    0.000000 | 3.967939e-04, 1.350006e-04,   0.004550 :       OK
1394 :  -4.596346,  -1.342827,   2.228938 |  -3.860208,  -1.263506,    0.000000 | 6.645095e-03, 2.015684e-02,   0.298922 :       OK
1395 :  -5.116746,   4.978190,   7.178642 |  -3.760242,   3.629925,    0.000000 | 3.194007e-03, 3.308811e-03,   0.050448 :       OK
1396 :   0.516333,   1.216581,   8.238073 |   0.578527,   1.081764,    0.000000 | 3.207661e-05, 1.703876e-05,   0.001704 :       OK
1397 :  -7.437302,  -2.070314,   9.815657 |  -6.557865,  -2.805605,    0.000000 | 1.408541e+01, 2.983360e+00,  21.657267 : Overflow
1398 :   1.832663,   3.869148, -29.273782 |   0.010902,   2.827574,    0.000000 | 1.307377e-03, 5.804751e-06,   0.026492 :       OK
1399 :   2.434943,   6.207723,  32.772476 |   5.469747,   7.236656,    0.000000 | 1.925357e+00, 1.442676e+01,  13.334524 : Overflow
1400 :   6.549110,  -3.798054,  23.143085 |   4.575823,  -1.156935,    0.000000 | 1.049140e-03, 4.159183e-03,   0.052087 :       OK
1401 :   7.511626,   2.345400, -43.456810 |   6.491694,  -2.660688,    0.000000 | 5.588794e-04, 1.365976e-03,   0.012060 :       OK
1402 :  -3.450581,   0.692271,  20.629793 |  -2.839512,  -0.441275,    0.000000 | 6.589342e-05, 4.270522e-04,   0.008618 :       OK
1403 :  -0.466971,   2.303053, -12.942195 |  -0.832763,   2.048265,    0.000000 | 8.661397e-05, 3.550079e-05,   0.002419 :       OK
1404 :   7.132646,   6.408943, -26.976185 |   3.989355,   3.027743,    0.000000 | 1.687964e-03, 2.224768e-03,   0.031966 :       OK
1405 :  -5.216933,   4.853399, -30.237747 |  -7.171301,   6.993346,    0.000000 | 2.054872e-03, 2.107106e-03,   0.016824 :       OK
1406 :   1.849544,   6.773932,  14.861169 |   3.060959,   6.213570,    0.000000 | 1.423806e-03, 7.005282e-04,   0.013134 :       OK
1407 :  -7.747295,  -0.816438,  19.829765 |  -7.056609,  -2.988021,    0.000000 | 1.490110e+01, 1.702065e+00,  11.643158 : Overflow
1408 :  -5.775624,  -7.674952, -40.950332 |  -1.120323,  -4.341110,    0.000000 | 2.382563e-03, 6.136205e-04,   0.031451 :       OK
1409 :   4.728830,   7.990907, -11.313071 |   2.682875,   5.980564,    0.000000 | 4.926943e-03, 2.212607e-03,   0.047189 :       OK
1410 :  -6.271382,  -4.171921, -55.492545 |  -3.939316,   0.649471,    0.000000 | 5.151278e-06, 2.760438e-05,   0.000400 :       OK
1411 :  -3.469487,   2.862268, -30.170968 |  -4.596642,   4.299052,    0.000000 | 2.122369e-03, 2.269435e-03,   0.028303 :       OK
1412 :   1.164394,  -7.716097,  42.464366 |  -3.947887,  -7.459660,    0.000000 | 3.616621e-03, 1.912539e-03,   0.027787 :       OK
1413 :  -4.445174,  -6.060144,  22.019694 |  -5.944784,  -6.857261,    0.000000 | 1.530461e+00, 1.457453e+01,   9.453230 : Overflow
1414 :  -3.601743,  -7.181060,  21.779693 |  -5.527213,  -7.558057,    0.000000 | 1.665060e+00, 1.457613e+01,   9.693231 : Overflow
1415 :   5.521639,   4.815056,  30.708286 |   7.501127,   7.158073,    0.000000 | 7.579023e-04, 7.943349e-04,   0.006076 :       OK
1416 :  -0.680699,  -2.401444,  -4.280062 |  -0.417414,  -1.956004,    0.000000 | 1.312018e-03, 2.792659e-04,   0.038437 :       OK
1417 :  -1.845697,  -5.679540,  -8.255301 |  -0.866070,  -4.540351,    0.000000 | 1.500419e-03, 2.871335e-04,   0.018932 :       OK
1418 :   4.262070,  -3.505218,  -8.912145 |   4.033700,  -3.496146,    0.000000 | 2.631231e-04, 3.037600e-04,   0.004323 :       OK
1419 :  -3.973437,  -4.569817, -30.343262 |  -1.666978,  -2.507375,    0.000000 | 1.016199e-03, 6.752644e-04,   0.023230 :       OK
1420 :  -5.107888,  -2.856446,  18.423948 |  -5.234822,  -3.880339,    0.000000 | 2.844626e-03, 3.838936e-03,   0.042036 :       OK
1421 :  -0.942389,  -4.266757, -57.145468 |   2.942207,  -4.536526,    0.000000 | 2.145259e-03, 1.392033e-03,   0.027084 :       OK
1422 :   7.716146,  -7.747707,  -8.968450 |   7.491739,  -7.514132,    0.000000 | 1.190174e+01, 1.190835e+01,  22.504474 : Overflow
1423 :  -2.091364,   1.363467,  21.014620 |  -1.429087,   0.557477,    0.000000 | 5.262909e-04, 1.351029e-03,   0.054180 :       OK
1424 :   2.862375,   2.379998,  -8.148754 |   2.117388,   1.655946,    0.000000 | 7.025538e-04, 8.980702e-04,   0.024290 :       OK
1425 :  -6.477885,  -2.058803, -30.476822 |  -5.201590,   1.040157,    0.000000 | 2.943531e-05, 1.432544e-04,   0.001576 :       OK
1426 :   1.888871,  -3.125664, -56.707688 |   5.406874,  -5.788312,    0.000000 | 1.641901e-03, 1.533830e-03,   0.016242 :       OK
1427 :  -3.739419,   4.177922,  -5.736287 |  -3.466128,   3.795325,    0.000000 | 2.452729e-03, 2.240219e-03,   0.037008 :       OK
1428 :   3.425161,   5.835248,  35.826952 |   6.644991,   7.715112,    0.000000 | 1.441525e+01, 1.458159e+01,  10.280048 : Overflow
1429 :   0.063683,  -2.096938,  18.063505 |  -0.502207,  -1.810255,    0.000000 | 5.468970e-04, 1.513813e-04,   0.017313 :       OK
1430 :   2.116102,   6.476599,  31.664506 |   5.154484,   7.236514,    0.000000 | 2.083580e+00, 1.436326e+01,  14.442493 : Overflow
1431 :  -7.689942,   0.220706, -32.875838 |  -7.571482,   4.079713,    0.000000 | 1.475477e+01, 1.936039e+00,  13.231162 : Overflow
1432 :   2.820575,   2.916354, -24.987331 |   1.477446,   1.600370,    0.000000 | 1.776907e-04, 1.639971e-04,   0.006370 :       OK
1433 :  -1.984976,  -2.484672, -52.137511 |  -0.231435,  -1.261503,    0.000000 | 2.184419e-04, 4.028131e-05,   0.009920 :       OK
1434 :  -0.247499,   1.597986,  51.622197 |   1.068478,   1.690470,    0.000000 | 1.596640e-03, 1.008553e-03,   0.054137 :       OK
1435 :   1.647965,   1.507280, -19.044513 |   1.020268,   0.857500,    0.000000 | 1.339226e-04, 1.594038e-04,   0.008960 :       OK
1436 :  -2.282148,  -0.766822,  41.101522 |  -2.898805,  -2.285148,    0.000000 | 3.119188e-04, 3.959119e-04,   0.007833 :       OK
1437 :   3.105644,  -2.690278,   3.714560 |   2.437597,  -2.069849,    0.000000 | 1.598611e-03, 1.883012e-03,   0.044282 :       OK
1438 :   2.481131,   5.185210, -55.022706 |  -1.713549,   4.148482,    0.000000 | 1.628777e-03, 6.735985e-04,   0.022490 :       OK
1439 :  -6.152820,  -6.409763,  -9.067901 |  -4.324290,  -4.574056,    0.000000 | 3.847946e-03, 3.638078e-03,   0.048172 :       OK
1440 :   4.520246,   3.408478, -21.090492 |   2.943050,   1.610016,    0.000000 | 6.102239e-04, 1.114598e-03,   0.021692 :       OK
1441 :  -1.921312,   6.741533,  51.039204 |   3.399071,   6.348608,    0.000000 | 3.411773e-03, 1.825307e-03,   0.030800 :       OK
1442 :   4.015794,   4.395659, -13.860630 |   2.539217,   2.940689,    0.000000 | 1.015075e-03, 8.766521e-04,   0.019767 :       OK
1443 :   5.446457,  -1.684827, -32.273047 |   6.085247,  -4.308136,    0.000000 | 2.209534e-03, 3.122189e-03,   0.029409 :       OK
1444 :   7.069273,  -7.550996,  42.578910 |   2.464788,  -3.305223,    0.000000 | 1.698181e-03, 1.266798e-03,   0.029425 :       OK
1445 :   7.791187,  -6.973051,  44.085051 |   3.570514,  -2.105140,    0.000000 | 1.142897e-03, 1.939658e-03,   0.031136 :       OK
1446 :  -0.212584,  -5.358700,  32.081914 |  -2.826718,  -5.266026,    0.000000 | 4.580041e-03, 2.460503e-03,   0.049816 :       OK
1447 :  -1.321163,  -5.032575,  29.627070 |  -3.502992,  -5.339250,    0.000000 | 4.092829e-03, 2.683855e-03,   0.043937 :       OK
1448 :  -6.792935,  -1.494437, -46.701947 |  -6.488646,   3.445058,    0.000000 | 3.181717e-03, 5.987515e-03,   0.052853 :       OK
1449 :  -3.625256,   6.385387, -15.938016 |  -4.618271,   6.352416,    0.000000 | 2.199678e+00, 1.415440e+01,  15.534908 : Overflow
1450 :  -2.534698,  -1.472038, -29.695132 |  -1.730319,  -0.249700,    0.000000 | 6.810490e-07, 2.853372e-06,   0.000093 :       OK
1451 :   5.122242,   2.609731,  17.901610 |   5.147152,   3.621766,    0.000000 | 2.067210e-03, 2.936667e-03,   0.032677 :       OK
1452 :   5.719133,  -0.952370,  41.032852 |   5.399934,   2.694956,    0.000000 | 2.399074e-03, 4.811597e-03,   0.051069 :       OK
1453 :   5.126492,   1.668449,  48.255288 |   7.162687,   5.926667,    0.000000 | 4.710206e-03, 5.693829e-03,   0.045569 :       OK
1454 :   5.599985,   0.080378,  -3.721971 |   4.652237,  -0.235232,    0.000000 | 1.530770e-04, 2.993945e-03,   0.036871 :       OK
1455 :  -2.119330,  -4.659138, -41.451409 |   0.808183,  -3.536527,    0.000000 | 1.357782e-03, 3.095057e-04,   0.022001 :       OK
1456 :  -0.666577,  -6.796259, -21.213947 |   1.544584,  -5.820890,    0.000000 | 3.376530e-03, 8.942004e-04,   0.033241 :       OK
1457 :  -2.808429,   5.881120,   2.826117 |  -2.092412,   4.770990,    0.000000 | 3.118554e-03, 1.366257e-03,   0.037461 :       OK
1458 :  -3.021473,   4.049786,  40.233942 |  -0.592611,   2.314707,    0.000000 | 1.439535e-03, 3.693139e-04,   0.035628 :       OK
1459 :   0.235815,  -2.867794, -39.532678 |   2.019436,  -3.114889,    0.000000 | 3.157575e-04, 2.044123e-04,   0.005814 :       OK
1460 :  -7.349540,   6.510640,  51.819364 |  -3.187516,   1.467795,    0.000000 | 7.051725e-04, 1.529866e-03,   0.027492 :       OK
1461 :  -1.303732,  -3.044385, -57.229304 |   1.296392,  -2.625237,    0.000000 | 2.527925e-03, 1.249561e-03,   0.055154 :       OK
1462 :   1.960043,  -3.515189,  -9.514291 |   2.135470,  -3.228464,    0.000000 | 2.643722e-03, 1.747799e-03,   0.046937 :       OK
1463 :  -2.133253,  -0.385936,  45.911291 |  -2.654458,  -2.003829,    0.000000 | 1.557166e-04, 2.065233e-04,   0.004465 :       OK
1464 :   0.472003,  -3.159085, -31.454083 |   1.964618,  -3.252354,    0.000000 | 1.724247e-02, 1.038606e-02,   0.304248 :       OK
1465 :  -7.363297,  -2.674628, -34.731409 |  -5.838035,   1.294977,    0.000000 | 5.789143e-04, 2.616362e-03,   0.025681 :       OK
1466 :   3.787405,  -6.312776,  39.492568 |   0.015956,  -4.190773,    0.000000 | 2.508478e-03, 8.134594e-06,   0.034296 :       OK
1467 :  -2.912731,   2.911590,   5.053231 |  -2.212981,   2.211947,    0.000000 | 1.875533e-03, 1.876409e-03,   0.048611 :       OK
1468 :  -7.895013,   2.282529,  50.760573 |  -7.388464,  -3.906307,    0.000000 | 1.639344e-03, 3.098199e-03,   0.024018 :       OK
1469 :   4.204936,   6.898235, -42.702478 |  -0.168234,   4.540753,    0.000000 | 3.256176e-03, 1.187516e-04,   0.041088 :       OK
1470 :   0.626595,  -6.700084, -15.074875 |   2.017740,  -5.891533,    0.000000 | 2.983135e-04, 1.013303e-04,   0.002904 :       OK
1471 :  -5.282738,  -5.013341, -47.600746 |  -2.117750,  -1.604695,    0.000000 | 1.380164e-03, 1.822067e-03,   0.049319 :       OK
1472 :   3.831962,  -1.620133,  38.488819 |   2.951959,   0.641028,    0.000000 | 2.566296e-04, 1.178693e-03,   0.022875 :       OK
1473 :   0.304248,  -3.523852, -59.935787 |   4.051596,  -4.990154,    0.000000 | 3.012739e-03, 2.446659e-03,   0.034576 :       OK
1474 :   7.861611,  -7.706833,  27.744243 |   4.084201,  -3.875767,    0.000000 | 3.261835e-03, 3.437477e-03,   0.048251 :       OK
1475 :  -0.501899,  -7.368348,   1.726210 |  -0.600890,  -6.129444,    0.000000 | 8.582139e-02, 9.008498e-03,   0.801650 :       OK
1476 :   6.625022,   5.709070, -33.189360 |   3.545510,   2.189049,    0.000000 | 1.929705e-03, 3.123521e-03,   0.050457 :       OK
1477 :   4.818237,  -2.616421, -39.674837 |   6.621956,  -5.707812,    0.000000 | 3.590704e-03, 4.166486e-03,   0.036068 :       OK
1478 :  -2.768598,   3.308436, -15.319091 |  -3.122713,   3.465569,    0.000000 | 1.409010e-03, 1.269452e-03,   0.023307 :       OK
1479 :  -3.721169,   4.080838,  35.225098 |  -1.474450,   2.026360,    0.000000 | 1.419761e-03, 1.032700e-03,   0.040161 :       OK
1480 :   7.673625,  -3.247209,  53.291269 |   6.442588,   2.867565,    0.000000 | 2.229247e-03, 5.013815e-03,   0.044601 :       OK
1481 :  -0.273508,  -0.651789,   7.555986 |  -0.300460,  -0.575569,    0.000000 | 8.867641e-05, 4.636508e-05,   0.008823 :       OK
1482 :  -7.111555,   0.733278,  22.059222 |  -6.103730,  -1.674364,    0.000000 | 4.906820e-04, 1.784593e-03,   0.016749 :       OK
1483 :  -0.050164,   4.147598,  48.083429 |   3.182238,   4.687165,    0.000000 | 1.177275e-03, 7.997639e-04,   0.014384 :       OK
1484 :   0.157725,  -7.796288,   0.104582 |   0.119069,  -6.468988,    0.000000 | 2.735756e-01, 7.502917e-04,   2.423278 :       OK
1485 :  -5.835338,   6.306996,  52.695356 |  -1.517333,   2.499114,    0.000000 | 3.587997e-04, 2.181048e-04,   0.008220 :       OK
1486 :  -0.243455,  -4.295281,  28.539272 |  -2.077241,  -4.120346,    0.000000 | 2.631467e-03, 1.327746e-03,   0.036582 :       OK
1487 :   2.198509,  -0.845811,  22.296961 |   1.684100,  -0.027672,    0.000000 | 1.147577e-06, 8.660713e-05,   0.002947 :       OK
1488 :  -7.545714,   0.648928, -26.782418 |  -7.218862,   3.632919,    0.000000 | 1.229742e-04, 2.426555e-04,   0.001921 :       OK
1489 :   2.337065,  -4.420165,  28.552168 |   0.280716,  -3.125803,    0.000000 | 1.292071e-03, 1.152751e-04,   0.023685 :       OK
1490 :  -2.950205,   5.338003,   7.338899 |  -1.899232,   4.151341,    0.000000 | 1.515570e-04, 6.881328e-05,   0.002096 :       OK
1491 :   6.563479,  -5.889806,  47.798729 |   2.887126,  -1.599704,    0.000000 | 1.027352e-03, 1.852845e-03,   0.036759 :       OK
1492 :  -3.893827,  -6.360178, -40.230685 |  -0.043009,  -4.173122,    0.000000 | 2.357705e-03, 2.562767e-05,   0.032371 :       OK
1493 :  -4.054634,  -2.420137, -16.013427 |  -2.928125,  -1.134517,    0.000000 | 9.160489e-04, 2.361163e-03,   0.046191 :       OK
1494 :   2.674083,  -4.648372, -11.159339 |   3.017127,  -4.365432,    0.000000 | 4.081300e-04, 2.817104e-04,   0.005363 :       OK
1495 :   0.804507,   7.363411, -50.753890 |  -5.201468,   7.996374,    0.000000 | 3.760778e-01, 1.573873e+01,   2.552738 : Overflow
1496 :   6.435542,  -2.557209,  56.636978 |   5.712376,   2.935506,    0.000000 | 1.277126e-03, 2.487307e-03,   0.024955 :       OK
1497 :  -5.477172,  -5.457100, -21.725205 |  -3.117081,  -3.092745,    0.000000 | 8.115923e-04, 8.179877e-04,   0.015047 :       OK
1498 :  -1.836155,   6.527264,  28.212944 |   1.063994,   5.305277,    0.000000 | 2.516586e-03, 5.060912e-04,   0.027175 :       OK
1499 :  -4.483595,  -2.937689, -52.721414 |  -2.836525,   0.382825,    0.000000 | 2.280749e-04, 1.696825e-03,   0.034277 :       OK
1500 :   0.906151,   6.142150,   7.305356 |   1.409624,   5.234257,    0.000000 | 3.256295e-03, 8.786545e-04,   0.035639 :       OK
1501 :   6.988349,   2.350609,  19.818788 |   6.837403,   4.114410,    0.000000 | 1.467375e+01, 1.730373e+00,  11.654136 : Overflow
1502 :  -2.730467,  -4.824591,  -4.925791 |  -1.929472,  -3.823136,    0.000000 | 3.187914e-03, 1.610328e-03,   0.047761 :       OK
1503 :   2.814868,  -2.285115,  54.425047 |   1.386657,  -0.250152,    0.000000 | 2.246970e-04, 1.241399e-03,   0.051288 :       OK
1504 :   5.275589,  -2.756523,  -8.842385 |   4.784222,  -2.992877,    0.000000 | 2.424991e-03, 3.878684e-03,   0.046469 :       OK
1505 :  -5.051210,   5.760961,   1.022482 |  -4.106756,   4.706299,    0.000000 | 1.222484e-01, 1.062873e-01,   1.505378 :       OK
1506 :  -3.359339,   1.926478, -42.324072 |  -4.874473,   4.306461,    0.000000 | 4.591650e-05, 5.178869e-05,   0.000601 :       OK
1507 :  -1.397932,  -2.995757,   5.814204 |  -1.418643,  -2.616547,    0.000000 | 1.867606e-03, 1.011820e-03,   0.040909 :       OK
1508 :  -4.903034,   5.204472,  51.196344 |  -1.410368,   2.021623,    0.000000 | 1.265252e-03, 8.823386e-04,   0.035873 :       OK
1509 :   1.218977,  -0.625964,  49.269466 |   0.905309,   0.257436,    0.000000 | 2.357157e-04, 8.305993e-04,   0.052577 :       OK
1510 :  -4.459893,  -0.122672,  30.295424 |  -4.286598,  -2.165601,    0.000000 | 1.542346e-03, 3.055540e-03,   0.040853 :       OK
1511 :  -3.046475,   3.649086,  25.253748 |  -1.399225,   2.176225,    0.000000 | 1.376825e-03, 8.857025e-04,   0.036236 :       OK
1512 :  -2.225831,   1.487215,  23.748770 |  -1.481611,   0.553938,    0.000000 | 5.711536e-05, 1.533595e-04,   0.005934 :       OK
1513 :   5.838685,   0.032485,  58.526946 |   7.632628,   5.897909,    0.000000 | 1.182743e-03, 1.531322e-03,   0.011503 :       OK
1514 :   0.536895,  -2.081991,  21.219484 |  -0.178134,  -1.678646,    0.000000 | 1.136061e-03, 1.199079e-04,   0.038778 :       OK
1515 :  -2.892339,  -0.397909,  40.242498 |  -3.268178,  -2.242757,    0.000000 | 1.728005e-03, 2.519224e-03,   0.044184 :       OK
1516 :   3.377593,   6.155257,  -2.250870 |   2.604127,   5.001330,    0.000000 | 2.414761e-02, 1.253017e-02,   0.276990 :       OK
1517 :  -1.407445,  -0.769155,   4.321136 |  -1.219375,  -0.728209,    0.000000 | 3.333840e-05, 5.601869e-05,   0.002637 :       OK
1518 :  -2.963357,   4.208122,  12.253981 |  -1.762881,   3.042070,    0.000000 | 1.018010e-03, 5.895057e-04,   0.019181 :       OK
1519 :  -3.580241,  -4.523473, -14.376372 |  -2.113107,  -3.119003,    0.000000 | 1.307983e-03, 8.857354e-04,   0.024037 :       OK
1520 :   4.439835,   5.411267, -44.070209 |   1.024220,   2.763713,    0.000000 | 2.217275e-03, 8.205624e-04,   0.045978 :       OK
