Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular vectoring test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
4396 :  -0.568700,   0.430259,   0.000000 |   1.174341,   0.000000,  142.890097 | 2.015901e+00, 5.939936e-01, 4.638710e+00 : 101,  2 :  57
4397 :  -0.456564,  -0.423281,   0.000000 |   1.025256,   0.000000, -137.166335 | 2.000685e+00, 1.189401e-01, 3.388777e-01 : 100,  4 :  59
4398 :   0.363411,   0.420401,   0.000000 |   0.915107,   0.000000,   49.158548 | 3.900023e-09, 4.656613e-10, 3.270659e-08 : 000, -1 :  84
4399 :   0.625270,   0.746209,   0.000000 |   1.603195,   0.000000,   50.039392 | 2.171247e+00, 4.351997e-01, 2.152566e+01 : 100,  1 :  56
4400 :  -0.124044,   0.401993,   0.000000 |   0.692786,   0.000000,  107.148750 | 4.221296e-09, 1.862645e-09, 3.283600e-07 : 001, -1 :  84
4401 :  -0.731174,   0.534402,   0.000000 |   1.491387,   0.000000,  143.837605 | 2.127425e+00, 5.639842e-01, 1.772745e+01 : 101,  1 :  56
4402 :   0.576248,   0.854484,   0.000000 |   1.697206,   0.000000,   56.005001 | 2.127356e+00, 5.628697e-01, 1.556005e+01 : 100,  1 :  56
4403 :   0.325341,   0.951364,   0.000000 |   1.655744,   0.000000,   71.120696 | 2.066027e+00, 9.876708e-01, 4.443547e-01 : 100,  1 :  56
4404 :  -0.251986,  -0.470290,   0.000000 |   0.878621,   0.000000, -118.182864 | 3.823892e-09, 1.396984e-09, 9.101912e-08 : 000, -1 :  84
4405 :  -0.492050,   0.601027,   0.000000 |   1.279127,   0.000000,  129.306576 | 2.131562e+00, 5.624386e-01, 2.087163e+01 : 101,  1 :  56
4406 :   0.298050,  -0.015017,   0.000000 |   0.491439,   0.000000,   -2.884392 | 5.187464e-09, 2.793968e-09, 2.793646e-07 : 000, -1 :  84
4407 :   0.767057,  -0.149992,   0.000000 |   1.287082,   0.000000,  -11.064105 | 2.021865e+00, 3.521457e-01, 6.665400e+00 : 100,  2 :  57
4408 :   0.208738,  -0.682659,   0.000000 |   1.175555,   0.000000,  -72.997820 | 2.040142e+00, 2.461328e-01, 1.260347e+01 : 100,  2 :  57
4409 :  -0.594069,   0.244485,   0.000000 |   1.057896,   0.000000,  157.630697 | 2.027126e+00, 3.163569e-01, 1.010189e+01 : 101,  2 :  57
4410 :   0.340168,  -0.932277,   0.000000 |   1.634243,   0.000000,  -69.954034 | 2.065743e+00, 9.558860e-01, 1.611017e+00 : 100,  1 :  56
4411 :   0.530295,   0.893859,   0.000000 |   1.711519,   0.000000,   59.320862 | 2.105583e+00, 6.514877e-01, 1.224419e+01 : 100,  1 :  56
4412 :  -0.074378,   0.763815,   0.000000 |   1.263770,   0.000000,   95.561765 | 2.013273e+00, 4.746124e-01, 1.163059e+00 : 101,  2 :  57
4413 :  -0.074360,   0.039969,   0.000000 |   0.139021,   0.000000,  151.741471 | 4.687757e-09, 4.656613e-10, 1.020403e-07 : 001, -1 :  84
4414 :   0.604165,  -0.929680,   0.000000 |   1.825840,   0.000000,  -56.981613 | 2.129238e+00, 5.585919e-01, 1.458344e+01 : 100,  1 :  56
4415 :  -0.043963,  -0.469395,   0.000000 |   0.776364,   0.000000,  -95.350599 | 1.121965e-09, 4.656613e-10, 3.989487e-07 : 000, -1 :  84
4416 :  -0.665899,  -0.984601,   0.000000 |   1.957402,   0.000000, -124.071021 | 2.147551e+00, 4.934520e-01, 1.563607e+01 : 100,  1 :  56
4417 :   0.578167,  -0.583937,   0.000000 |   1.353212,   0.000000,  -45.284465 | 2.188223e+00, 4.247175e-01, 2.628059e+01 : 100,  1 :  56
4418 :   0.031031,  -0.737971,   0.000000 |   1.216335,   0.000000,  -87.592183 | 2.013253e+00, 5.418210e-01, 1.990888e+00 : 100,  2 :  57
4419 :  -0.935653,  -0.612499,   0.000000 |   1.841577,   0.000000, -146.790345 | 2.131848e+00, 5.490776e-01, 1.477471e+01 : 100,  1 :  56
4420 :  -0.725725,   0.893043,   0.000000 |   1.894992,   0.000000,  129.098799 | 2.192566e+00, 3.579339e-01, 2.066385e+01 : 101,  1 :  56
4421 :  -0.471713,  -0.724161,   0.000000 |   1.423206,   0.000000, -123.079895 | 2.101109e+00, 6.545116e-01, 1.464495e+01 : 100,  1 :  56
4422 :   0.925404,   0.678580,   0.000000 |   1.889720,   0.000000,   36.251872 | 2.162324e+00, 4.448311e-01, 1.781692e+01 : 100,  1 :  56
4423 :   0.847332,   0.329960,   0.000000 |   1.497416,   0.000000,   21.276484 | 2.061438e+00, 9.287255e-01, 2.841535e+00 : 100,  1 :  56
4424 :   0.002625,  -0.705279,   0.000000 |   1.161434,   0.000000,  -89.786741 | 2.015027e+00, 5.838941e-01, 4.185447e+00 : 100,  2 :  57
4425 :  -0.925068,   0.492952,   0.000000 |   1.726156,   0.000000,  151.947666 | 2.092079e+00, 7.231065e-01, 9.617386e+00 : 101,  1 :  56
4426 :  -0.345213,   0.462030,   0.000000 |   0.949774,   0.000000,  126.765828 | 2.219220e-09, 1.396984e-09, 1.528150e-07 : 001, -1 :  84
4427 :  -0.062888,   0.395150,   0.000000 |   0.658906,   0.000000,   99.042708 | 2.488178e-09, 4.656613e-10, 1.759622e-07 : 001, -1 :  84
4428 :   0.578733,   0.472781,   0.000000 |   1.230620,   0.000000,   39.246241 | 2.126130e+00, 5.801947e-01, 2.081129e+01 : 100,  1 :  56
4429 :   0.506657,   0.282728,   0.000000 |   0.955457,   0.000000,   29.162679 | 3.635970e-09, 1.396984e-09, 1.888971e-07 : 000, -1 :  84
4430 :  -0.276230,  -0.924399,   0.000000 |   1.588776,   0.000000, -106.637240 | 2.064062e+00, 9.521450e-01, 1.797709e+00 : 110,  1 :  56
4431 :   0.648795,  -0.399417,   0.000000 |   1.254642,   0.000000,  -31.617674 | 2.081741e+00, 7.252715e-01, 1.318272e+01 : 100,  1 :  56
4432 :   0.626999,   0.186283,   0.000000 |   1.077124,   0.000000,   16.546777 | 2.034965e+00, 2.756658e-01, 1.214807e+01 : 100,  2 :  57
4433 :   0.332109,   0.448265,   0.000000 |   0.918707,   0.000000,   53.466122 | 6.312181e-10, 1.396984e-09, 1.276773e-07 : 000, -1 :  84
4434 :  -0.776754,   0.393526,   0.000000 |   1.433919,   0.000000,  153.131927 | 2.072026e+00, 7.980885e-01, 8.433124e+00 : 101,  1 :  56
4435 :   0.398437,  -0.372287,   0.000000 |   0.897975,   0.000000,  -43.056786 | 4.565983e-09, 4.656613e-10, 3.028115e-07 : 000, -1 :  84
4436 :   0.473364,   0.728343,   0.000000 |   1.430462,   0.000000,   56.979407 | 2.101266e+00, 6.541260e-01, 1.458564e+01 : 100,  1 :  56
4437 :  -0.114501,  -0.498477,   0.000000 |   0.842250,   0.000000, -102.936534 | 2.180355e-09, 1.862645e-09, 6.755320e-08 : 000, -1 :  84
4438 :   0.654631,   0.665892,   0.000000 |   1.537720,   0.000000,   45.488619 | 2.211566e+00, 3.510002e-01, 2.607643e+01 : 100,  1 :  56
4439 :   0.496017,  -0.619472,   0.000000 |   1.306846,   0.000000,  -51.315420 | 2.129629e+00, 5.657104e-01, 2.024963e+01 : 100,  1 :  56
4440 :  -0.342978,   0.828481,   0.000000 |   1.476598,   0.000000,  112.488796 | 2.062388e+00, 8.997731e-01, 4.053847e+00 : 101,  1 :  56
4441 :   0.307065,   0.659415,   0.000000 |   1.197861,   0.000000,   65.030354 | 2.022483e+00, 3.452263e-01, 7.501546e+00 : 100,  2 :  57
4442 :  -0.870921,   0.358487,   0.000000 |   1.550944,   0.000000,  157.627047 | 2.065319e+00, 8.977302e-01, 3.938005e+00 : 101,  1 :  56
4443 :   0.313403,   0.419144,   0.000000 |   0.861844,   0.000000,   53.213713 | 2.632278e-09, 9.313226e-10, 1.073531e-07 : 000, -1 :  84
4444 :  -0.182854,   0.429960,   0.000000 |   0.769411,   0.000000,  113.039148 | 1.112351e-09, 9.313226e-10, 2.599745e-07 : 001, -1 :  84
4445 :   0.898547,  -0.285092,   0.000000 |   1.552384,   0.000000,  -17.603267 | 2.062018e+00, 9.783649e-01, 8.316817e-01 : 110,  1 :  56
4446 :   0.941709,   0.867637,   0.000000 |   2.108631,   0.000000,   42.655722 | 2.262250e+00, 1.693983e-01, 2.422077e+01 : 100,  1 :  56
4447 :   0.827322,   0.268398,   0.000000 |   1.432302,   0.000000,   17.973989 | 2.057120e+00, 9.889361e-01, 4.609596e-01 : 110,  1 :  56
4448 :  -0.045399,   0.342134,   0.000000 |   0.568352,   0.000000,   97.558553 | 5.357961e-09, 9.313226e-10, 2.140054e-07 : 001, -1 :  84
4449 :   0.853651,   0.783109,   0.000000 |   1.907670,   0.000000,   42.532166 | 2.235639e+00, 2.521620e-01, 2.409722e+01 : 100,  1 :  56
4450 :   0.520814,   0.110057,   0.000000 |   0.876597,   0.000000,   11.932090 | 2.906890e-09, 1.396984e-09, 2.204878e-07 : 000, -1 :  84
4451 :  -0.462673,  -0.398557,   0.000000 |   1.005622,   0.000000, -139.257676 | 2.001558e+00, 8.238673e-02, 2.430219e+00 : 100,  4 :  59
4452 :   0.068667,   0.767789,   0.000000 |   1.269410,   0.000000,   84.889340 | 2.013170e+00, 4.843892e-01, 7.119548e-01 : 100,  2 :  57
4453 :   0.363520,  -0.077636,   0.000000 |   0.612129,   0.000000,  -12.055396 | 3.303902e-09, 4.656613e-10, 1.347636e-07 : 000, -1 :  84
4454 :  -0.247911,   0.987690,   0.000000 |   1.676943,   0.000000,  104.090214 | 2.071451e+00, 8.780218e-01, 4.344735e+00 : 111,  1 :  56
4455 :   0.758768,  -0.701658,   0.000000 |   1.701871,   0.000000,  -42.760603 | 2.212891e+00, 3.268968e-01, 2.432565e+01 : 100,  1 :  56
4456 :  -0.831245,   0.705485,   0.000000 |   1.795405,   0.000000,  139.678468 | 2.195794e+00, 3.573958e-01, 2.188658e+01 : 101,  1 :  56
4457 :  -0.902798,   0.630351,   0.000000 |   1.813222,   0.000000,  145.076525 | 2.143849e+00, 5.058729e-01, 1.648853e+01 : 101,  1 :  56
4458 :  -0.322160,   0.727552,   0.000000 |   1.310307,   0.000000,  113.883745 | 2.057899e+00, 8.805363e-01, 5.448796e+00 : 101,  1 :  56
4459 :  -0.709242,  -0.620341,   0.000000 |   1.551670,   0.000000, -138.825304 | 2.177637e+00, 4.241093e-01, 2.273975e+01 : 100,  1 :  56
4460 :  -0.338875,   0.226905,   0.000000 |   0.671591,   0.000000,  146.194453 | 3.671677e-09, -0.000000e+00, 6.704840e-08 : 001, -1 :  84
4461 :   0.057120,  -0.784830,   0.000000 |   1.295845,   0.000000,  -85.837331 | 2.013357e+00, 5.052834e-01, 2.360365e-01 : 100,  2 :  57
4462 :   0.571213,  -0.903423,   0.000000 |   1.760153,   0.000000,  -57.695793 | 2.119412e+00, 5.948917e-01, 1.386926e+01 : 100,  1 :  56
4463 :  -0.540853,  -0.184944,   0.000000 |   0.941287,   0.000000, -161.121981 | 3.970017e-09, 4.656613e-10, 1.448479e-07 : 000, -1 :  84
4464 :   0.110609,  -0.370806,   0.000000 |   0.637216,   0.000000,  -73.390496 | 2.452766e-09, 4.656613e-10, 3.990795e-07 : 000, -1 :  84
4465 :   0.809539,   0.041443,   0.000000 |   1.334863,   0.000000,    2.930585 | 2.014181e+00, 5.338479e-01, 1.468120e+00 : 100,  2 :  57
4466 :   0.385405,  -0.508542,   0.000000 |   1.050771,   0.000000,  -52.842879 | 2.003678e+00, 2.053982e-01, 2.439088e+00 : 100,  3 :  58
4467 :  -0.465517,  -0.793114,   0.000000 |   1.514425,   0.000000, -120.410709 | 2.091995e+00, 6.982821e-01, 1.197576e+01 : 100,  1 :  56
4468 :   0.377325,  -0.537693,   0.000000 |   1.081719,   0.000000,  -54.940788 | 2.006190e+00, 1.646552e-01, 4.536997e+00 : 100,  3 :  58
4469 :   0.090036,   0.651401,   0.000000 |   1.082899,   0.000000,   82.130530 | 2.013118e+00, 4.351173e-01, 3.470764e+00 : 100,  2 :  57
4470 :  -0.422115,   0.903496,   0.000000 |   1.642214,   0.000000,  115.042087 | 2.075912e+00, 8.185750e-01, 6.607138e+00 : 101,  1 :  56
4471 :  -0.475012,  -0.651216,   0.000000 |   1.327374,   0.000000, -126.107894 | 2.113043e+00, 6.130894e-01, 1.767294e+01 : 100,  1 :  56
4472 :  -0.871600,  -0.568652,   0.000000 |   1.713780,   0.000000, -146.878670 | 2.122053e+00, 5.828227e-01, 1.468638e+01 : 100,  1 :  56
4473 :  -0.216034,   0.760983,   0.000000 |   1.302675,   0.000000,  105.848585 | 2.039074e+00, 2.440683e-01, 1.144988e+01 : 101,  2 :  57
4474 :   0.309615,   0.758435,   0.000000 |   1.349023,   0.000000,   67.793321 | 2.056562e+00, 9.147954e-01, 3.771730e+00 : 100,  1 :  56
4475 :   0.344520,  -0.340736,   0.000000 |   0.797949,   0.000000,  -44.683540 | 4.600239e-09, 1.396984e-09, 2.967728e-08 : 000, -1 :  84
4476 :  -0.275316,   0.173917,   0.000000 |   0.536263,   0.000000,  147.719365 | 2.639046e-09, 4.656613e-10, 4.735608e-08 : 001, -1 :  84
4477 :   0.281938,  -0.869073,   0.000000 |   1.504580,   0.000000,  -72.026320 | 2.060003e+00, 9.883699e-01, 4.612691e-01 : 110,  1 :  56
4478 :   0.019266,   0.631316,   0.000000 |   1.040110,   0.000000,   88.252078 | 2.005862e+00, 1.690709e-01, 4.474233e+00 : 100,  3 :  58
4479 :   0.355550,  -0.509686,   0.000000 |   1.023374,   0.000000,  -55.100861 | 2.006085e+00, 1.664161e-01, 4.697069e+00 : 100,  3 :  58
4480 :   0.482473,  -0.087547,   0.000000 |   0.807492,   0.000000,  -10.284680 | 4.376761e-09, 2.328306e-09, 4.621513e-08 : 000, -1 :  84
4481 :  -0.789727,   0.312867,   0.000000 |   1.398830,   0.000000,  158.387997 | 2.057806e+00, 9.255638e-01, 3.177055e+00 : 101,  1 :  56
4482 :  -0.627563,   0.836313,   0.000000 |   1.721833,   0.000000,  126.884278 | 2.153582e+00, 4.768122e-01, 1.844933e+01 : 101,  1 :  56
4483 :  -0.712877,   0.310984,   0.000000 |   1.280777,   0.000000,  156.431365 | 2.055970e+00, 8.899630e-01, 5.133686e+00 : 101,  1 :  56
4484 :  -0.689774,  -0.018423,   0.000000 |   1.136297,   0.000000, -178.470088 | 2.013112e+00, 5.562848e-01, 2.868793e+00 : 100,  2 :  57
4485 :  -0.463518,  -0.729581,   0.000000 |   1.423411,   0.000000, -122.428650 | 2.097281e+00, 6.695135e-01, 1.399370e+01 : 100,  1 :  56
4486 :   0.585877,  -0.108420,   0.000000 |   0.981179,   0.000000,  -10.484324 | 3.404601e-09, 9.313226e-10, 3.806912e-09 : 000, -1 :  84
4487 :  -0.472169,  -0.234016,   0.000000 |   0.867808,   0.000000, -153.636077 | 3.273203e-09, -0.000000e+00, 1.899464e-07 : 000, -1 :  84
4488 :   0.720283,  -0.769563,   0.000000 |   1.735779,   0.000000,  -46.894474 | 2.221292e+00, 3.043563e-01, 2.467058e+01 : 100,  1 :  56
4489 :  -0.950269,  -0.124714,   0.000000 |   1.578284,   0.000000, -172.523202 | 2.090524e+00, 7.119363e-01, 1.095815e+01 : 110,  1 :  56
4490 :   0.126698,   0.859095,   0.000000 |   1.430025,   0.000000,   81.610601 | 2.018159e+00, 4.015031e-01, 3.990693e+00 : 100,  2 :  57
4491 :   0.793781,  -0.390722,   0.000000 |   1.456942,   0.000000,  -26.207758 | 2.070910e+00, 8.108073e-01, 7.772809e+00 : 100,  1 :  56
4492 :  -0.784414,  -0.699949,   0.000000 |   1.731241,   0.000000, -138.256802 | 2.204645e+00, 3.422835e-01, 2.330825e+01 : 100,  1 :  56
4493 :  -0.783690,  -0.721658,   0.000000 |   1.754369,   0.000000, -137.359703 | 2.218004e+00, 3.093579e-01, 2.420535e+01 : 100,  1 :  56
4494 :  -0.213401,   0.559501,   0.000000 |   0.986108,   0.000000,  110.877535 | 5.766959e-09, 1.396984e-09, 2.178816e-07 : 001, -1 :  84
4495 :   0.171561,  -0.487323,   0.000000 |   0.850783,   0.000000,  -70.605546 | 4.228964e-09, 9.313226e-10, 2.153361e-07 : 000, -1 :  84
4496 :  -0.948605,   0.775651,   0.000000 |   2.017860,   0.000000,  140.727988 | 2.207127e+00, 3.108262e-01, 2.083706e+01 : 101,  1 :  56
4497 :  -0.589900,   0.155730,   0.000000 |   1.004705,   0.000000,  165.211625 | 2.000668e+00, 1.195381e-01, 3.116811e-01 : 101,  4 :  59
4498 :   0.131082,  -0.338045,   0.000000 |   0.597066,   0.000000,  -68.805511 | 2.382323e-09, 4.656613e-10, 1.484203e-07 : 000, -1 :  84
4499 :  -0.463786,   0.749430,   0.000000 |   1.451340,   0.000000,  121.751361 | 2.095301e+00, 6.790360e-01, 1.331641e+01 : 101,  1 :  56
4500 :   0.372008,   0.214026,   0.000000 |   0.706760,   0.000000,   29.912894 | 3.325321e-09, 4.656613e-10, 1.142287e-07 : 000, -1 :  84
4501 :   0.518045,   0.829958,   0.000000 |   1.611134,   0.000000,   58.028320 | 2.107175e+00, 6.379115e-01, 1.353673e+01 : 100,  1 :  56
4502 :   0.323671,  -0.351035,   0.000000 |   0.786298,   0.000000,  -47.322427 | 3.175961e-09, -0.000000e+00, 2.262350e-07 : 000, -1 :  84
4503 :   0.344203,  -0.247177,   0.000000 |   0.697831,   0.000000,  -35.682649 | 3.552639e-09, 4.656613e-10, 2.653134e-08 : 000, -1 :  84
4504 :  -0.277519,   0.045866,   0.000000 |   0.463206,   0.000000,  170.615382 | 2.588602e-09, 4.656613e-10, 2.167393e-07 : 001, -1 :  84
4505 :  -0.079380,  -0.734015,   0.000000 |   1.215794,   0.000000,  -96.172294 | 2.013098e+00, 4.627587e-01, 1.773588e+00 : 100,  2 :  57
4506 :   0.325134,   0.656240,   0.000000 |   1.206034,   0.000000,   63.643885 | 2.019212e+00, 3.728494e-01, 6.115077e+00 : 100,  2 :  57
4507 :  -0.198619,  -0.450232,   0.000000 |   0.810364,   0.000000, -113.804625 | 1.047804e-09, 9.313226e-10, 1.769428e-08 : 000, -1 :  84
4508 :   0.935345,  -0.646891,   0.000000 |   1.872779,   0.000000,  -34.668001 | 2.146316e+00, 4.973357e-01, 1.623305e+01 : 100,  1 :  56
4509 :  -0.152703,   0.942326,   0.000000 |   1.572027,   0.000000,   99.204710 | 2.082187e+00, 7.578916e-01, 9.230238e+00 : 111,  1 :  56
4510 :  -0.532305,   0.187529,   0.000000 |   0.929386,   0.000000,  160.592874 | 2.408122e-09, 1.396984e-09, 1.760951e-07 : 001, -1 :  84
4511 :   0.405958,  -0.930600,   0.000000 |   1.671942,   0.000000,  -66.431621 | 2.073064e+00, 8.563635e-01, 5.133430e+00 : 100,  1 :  56
4512 :   0.392326,  -0.478723,   0.000000 |   1.019256,   0.000000,  -50.664489 | 2.002657e+00, 2.453744e-01, 2.606972e-01 : 100,  3 :  58
4513 :  -0.892982,   0.597134,   0.000000 |   1.769011,   0.000000,  146.229514 | 2.130971e+00, 5.507907e-01, 1.533554e+01 : 101,  1 :  56
4514 :  -0.595742,   0.704468,   0.000000 |   1.519294,   0.000000,  130.219937 | 2.164722e+00, 4.586213e-01, 2.178499e+01 : 101,  1 :  56
4515 :   0.866472,   0.326669,   0.000000 |   1.524909,   0.000000,   20.656948 | 2.061867e+00, 9.432330e-01, 2.221999e+00 : 100,  1 :  56
4516 :   0.661061,   0.766830,   0.000000 |   1.667242,   0.000000,   49.236402 | 2.186466e+00, 3.918244e-01, 2.232865e+01 : 100,  1 :  56
4517 :   0.193659,  -0.150698,   0.000000 |   0.404090,   0.000000,  -37.888591 | 2.898778e-09, -0.000000e+00, 6.840557e-08 : 000, -1 :  84
4518 :  -0.567373,   0.091422,   0.000000 |   0.946379,   0.000000,  170.846519 | 1.403590e-09, -0.000000e+00, 1.640116e-07 : 001, -1 :  84
4519 :   0.394757,  -0.519068,   0.000000 |   1.073891,   0.000000,  -52.746560 | 2.003684e+00, 2.062159e-01, 2.342769e+00 : 100,  3 :  58
4520 :   0.506820,  -0.460499,   0.000000 |   1.127672,   0.000000,  -42.258437 | 2.004142e+00, 3.022420e-01, 2.662228e+00 : 100,  3 :  58
4521 :  -0.233495,   0.694555,   0.000000 |   1.206668,   0.000000,  108.581606 | 2.047347e+00, 2.133205e-01, 1.388959e+01 : 101,  2 :  57
4522 :   0.194719,   0.995329,   0.000000 |   1.670140,   0.000000,   78.930898 | 2.079786e+00, 7.944131e-01, 7.365847e+00 : 110,  1 :  56
4523 :   0.373913,  -0.230446,   0.000000 |   0.723294,   0.000000,  -31.645963 | 3.134797e-09, 4.656613e-10, 6.980789e-08 : 000, -1 :  84
4524 :  -0.720775,   0.799643,   0.000000 |   1.772808,   0.000000,  132.030575 | 2.212957e+00, 3.186595e-01, 2.359563e+01 : 101,  1 :  56
4525 :   0.505710,   0.876540,   0.000000 |   1.666458,   0.000000,   60.017678 | 2.098792e+00, 6.797047e-01, 1.154737e+01 : 100,  1 :  56
4526 :  -0.249214,  -0.959455,   0.000000 |   1.632422,   0.000000, -104.560541 | 2.068632e+00, 8.940933e-01, 3.874407e+00 : 110,  1 :  56
4527 :  -0.598730,   0.316491,   0.000000 |   1.115239,   0.000000,  152.138921 | 2.015057e+00, 4.112860e-01, 4.610113e+00 : 101,  2 :  57
4528 :  -0.326034,  -0.829426,   0.000000 |   1.467600,   0.000000, -111.458955 | 2.060444e+00, 9.256629e-01, 3.024006e+00 : 100,  1 :  56
4529 :   0.342775,  -0.867074,   0.000000 |   1.535389,   0.000000,  -68.429928 | 2.063390e+00, 9.193743e-01, 3.135123e+00 : 100,  1 :  56
4530 :   0.028637,  -0.081314,   0.000000 |   0.141966,   0.000000,  -70.598820 | 4.174429e-09, 4.656613e-10, 4.185133e-07 : 000, -1 :  84
4531 :  -0.293636,   0.815893,   0.000000 |   1.427945,   0.000000,  109.793599 | 2.057287e+00, 9.674916e-01, 1.358650e+00 : 101,  1 :  56
4532 :   0.869522,   0.965919,   0.000000 |   2.140198,   0.000000,   48.006428 | 2.256558e+00, 1.786773e-01, 2.355862e+01 : 100,  1 :  56
4533 :  -0.933989,   0.316490,   0.000000 |   1.623960,   0.000000,  161.280597 | 2.064732e+00, 9.922589e-01, 2.844537e-01 : 101,  1 :  56
4534 :  -0.352150,  -0.646528,   0.000000 |   1.212364,   0.000000, -118.576180 | 2.015257e+00, 4.184941e-01, 3.895012e+00 : 100,  2 :  57
4535 :   0.943898,   0.090693,   0.000000 |   1.561533,   0.000000,    5.488306 | 2.100339e+00, 6.640898e-01, 1.294664e+01 : 110,  1 :  56
4536 :   0.038876,  -0.908044,   0.000000 |   1.496701,   0.000000,  -87.548517 | 2.016270e+00, 5.503325e-01, 1.947223e+00 : 100,  2 :  57
4537 :   0.301009,   0.391220,   0.000000 |   0.812872,   0.000000,   52.424855 | 5.172408e-09, 4.656613e-10, 1.764786e-07 : 000, -1 :  84
4538 :  -0.881004,  -0.059428,   0.000000 |   1.454099,   0.000000, -176.140975 | 2.015039e+00, 5.135552e-01, 5.396808e-01 : 100,  2 :  57
4539 :  -0.638282,   0.526202,   0.000000 |   1.362232,   0.000000,  140.497678 | 2.141709e+00, 5.298376e-01, 2.106737e+01 : 101,  1 :  56
4540 :   0.236240,   0.824956,   0.000000 |   1.413110,   0.000000,   74.020061 | 2.057556e+00, 9.418816e-01, 2.455009e+00 : 110,  1 :  56
4541 :   0.866110,  -0.696602,   0.000000 |   1.830350,   0.000000,  -38.809304 | 2.182885e+00, 3.881524e-01, 2.037436e+01 : 100,  1 :  56
4542 :   0.417856,   0.862447,   0.000000 |   1.578159,   0.000000,   64.149800 | 2.075560e+00, 8.044398e-01, 7.415251e+00 : 100,  1 :  56
4543 :   0.343778,   0.378704,   0.000000 |   0.842265,   0.000000,   47.767599 | 2.690073e-09, 4.656613e-10, 9.912123e-08 : 000, -1 :  84
4544 :   0.658769,   0.463530,   0.000000 |   1.326471,   0.000000,   35.131378 | 2.106553e+00, 6.340900e-01, 1.669643e+01 : 100,  1 :  56
4545 :  -0.497130,  -0.272294,   0.000000 |   0.933412,   0.000000, -151.289088 | 3.309934e-09, 1.396984e-09, 2.387999e-07 : 000, -1 :  84
4546 :   0.934638,   0.478193,   0.000000 |   1.728876,   0.000000,   27.095877 | 2.087823e+00, 7.500287e-01, 8.660929e+00 : 100,  1 :  56
4547 :   0.328106,  -0.040955,   0.000000 |   0.544505,   0.000000,   -7.114945 | 7.028469e-10, -0.000000e+00, 5.116748e-08 : 000, -1 :  84
4548 :  -0.716720,   0.855970,   0.000000 |   1.838461,   0.000000,  129.940079 | 2.196145e+00, 3.529050e-01, 2.150513e+01 : 101,  1 :  56
4549 :   0.981536,  -0.311691,   0.000000 |   1.695895,   0.000000,  -17.617466 | 2.067745e+00, 9.767684e-01, 8.174826e-01 : 110,  1 :  56
4550 :  -0.201801,  -0.211613,   0.000000 |   0.481529,   0.000000, -133.640409 | 2.991206e-09, 9.313226e-10, 2.975545e-07 : 000, -1 :  84
4551 :   0.099780,  -0.308765,   0.000000 |   0.534353,   0.000000,  -72.091348 | 3.921360e-09, 9.313226e-10, 2.660624e-07 : 000, -1 :  84
