Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular rotation test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
4955 :   0.535066,   0.435004, -131.395964 |  -0.045279,  -1.134674,    0.000000 | 6.752264e-01, 2.018330e+00, 8.924771e+00 : 010,  2 :  57
4956 :  -0.824256,  -0.571764, 149.136826 |   1.648154,   0.111921,    0.000000 | 2.125887e+00, 6.664030e-01, 1.242823e+01 : 100,  1 :  56
4957 :   0.258228,  -0.474662, -77.704828 |  -0.673172,  -0.581938,    0.000000 | 5.473447e-09, 6.074533e-09, 8.381903e-08 : 000, -1 :  84
4958 :  -0.654716,  -0.577986, -166.415275 |   0.824434,   1.178418,    0.000000 | 1.131354e+00, 1.984081e+00, 4.850224e+00 : 010,  1 :  56
4959 :  -0.315384,   0.709114, -37.708924 |   0.303367,   1.241501,    0.000000 | 5.781137e-01, 2.020138e+00, 1.927397e+01 : 010,  1 :  56
4960 :   0.442587,  -0.978673,   3.021305 |   0.812767,  -1.570985,    0.000000 | 1.659550e+00, 1.324269e+00, 1.541364e+01 : 100,  1 :  56
4961 :  -0.698610,  -0.308360, -16.980424 |  -1.248588,  -0.149676,    0.000000 | 2.046493e+00, 1.036441e+00, 1.454525e+00 : 100,  1 :  56
4962 :   0.320338,  -0.588856,  49.840406 |   1.081306,  -0.222223,    0.000000 | 1.991333e+00, 6.474390e-01, 7.688402e+00 : 100,  2 :  57
4963 :   0.579823,  -0.237769, -87.153757 |  -0.343653,  -0.973094,    0.000000 | 3.047890e-09, 2.991479e-09, 1.676381e-07 : 000, -1 :  84
4964 :  -0.355191,  -0.734702, 154.251649 |   1.052434,   0.835652,    0.000000 | 1.522956e-01, 9.111944e-01, 7.313402e+00 : 100,  1 :  56
4965 :   0.901083,   0.842838, -12.889647 |   1.756091,   1.021965,    0.000000 | 1.983049e+00, 1.208250e+00, 5.545302e+00 : 100,  1 :  56
4966 :   0.012878,  -0.559600, 175.998959 |   0.043144,   0.920761,    0.000000 | 1.276920e-09, 9.230006e-11, -0.000000e+00 : 000, -1 :  84
4967 :  -0.284369,   0.888094, -43.219684 |   0.660244,   1.386439,    0.000000 | 1.642751e+00, 1.912113e+00, 2.478473e+01 : 110,  1 :  56
4968 :  -0.132512,  -0.472127, 121.316350 |   0.777629,   0.217682,    0.000000 | 2.421970e-09, 1.082908e-09, 1.676381e-07 : 000, -1 :  84
4969 :  -0.911180,  -0.270212, 126.327403 |   1.247382,  -0.945263,    0.000000 | 3.864743e-01, 7.136002e-01, 1.789245e+01 : 100,  1 :  56
4970 :  -0.099748,   0.514359,  45.377982 |  -0.718257,   0.478061,    0.000000 | 3.507357e-09, 5.980262e-10, -0.000000e+00 : 000, -1 :  84
4971 :   0.267702,  -0.144741, 154.689428 |  -0.296619,   0.403943,    0.000000 | 4.893375e-10, 2.468777e-09, -0.000000e+00 : 000, -1 :  84
4972 :   0.885792,   0.751904, -141.255508 |  -0.362766,  -1.878649,    0.000000 | 4.100302e-01, 2.307897e+00, 2.030954e+01 : 010,  1 :  56
4973 :  -0.097906,  -0.291158,  -1.217058 |  -0.171375,  -0.475935,    0.000000 | 3.622819e-09, 1.593679e-09, -0.000000e+00 : 000, -1 :  84
4974 :   0.976374,  -0.843856, -53.888826 |  -0.175051,  -2.117928,    0.000000 | 3.974540e-01, 2.231439e+00, 1.767623e+01 : 010,  1 :  56
4975 :  -0.058343,   0.283194, -12.580141 |   0.007804,   0.476083,    0.000000 | 6.317455e-11, 1.047966e-09, -0.000000e+00 : 000, -1 :  84
4976 :   0.772516,   0.908125, -135.470004 |   0.141849,  -1.958227,    0.000000 | 1.534393e-01, 2.209782e+00, 2.609505e+01 : 010,  1 :  56
4977 :  -0.115024,  -0.601786, -137.803869 |  -0.525294,   0.861406,    0.000000 | 1.093735e-09, 8.957648e-10, 1.676381e-07 : 000, -1 :  84
4978 :   0.350473,   0.808427, -146.290594 |   0.258732,  -1.427751,    0.000000 | 6.197716e-01, 2.039875e+00, 1.527446e+01 : 010,  1 :  56
4979 :  -0.148380,  -0.475758, -31.556450 |  -0.618228,  -0.539730,    0.000000 | 5.351290e-09, 5.243119e-09, 8.381903e-08 : 000, -1 :  84
4980 :  -0.754134,   0.695964, -89.514574 |   1.135523,   1.251543,    0.000000 | 1.468644e+00, 1.772360e+00, 1.794952e+01 : 010,  1 :  56
4981 :  -0.241343,   0.668338, -98.829307 |   1.148554,   0.223793,    0.000000 | 2.032336e+00, 4.151529e-01, 4.430602e+00 : 100,  2 :  57
4982 :  -0.460787,  -0.126902, -179.386010 |   0.756523,   0.217096,    0.000000 | 1.264960e-09, 2.542581e-09, -0.000000e+00 : 000, -1 :  84
4983 :   0.584301,  -0.917319, -54.430632 |  -0.669041,  -1.661369,    0.000000 | 5.852130e-01, 2.326258e+00, 1.713442e+01 : 010,  1 :  56
4984 :   0.038717,   0.148641,  91.151065 |  -0.246008,   0.058828,    0.000000 | 1.111001e-09, 1.047954e-09, 8.381903e-08 : 000, -1 :  84
4985 :   0.168147,  -0.252540, -123.378818 |  -0.499616,  -0.002423,    0.000000 | 1.154341e-10, 1.159300e-09, -0.000000e+00 : 000, -1 :  84
4986 :  -0.516588,  -0.204133, 133.366980 |   0.828523,  -0.387602,    0.000000 | 3.873022e-09, 1.859663e-09, 8.381903e-08 : 000, -1 :  84
4987 :  -0.895118,  -0.897840, -164.884484 |   1.037496,   1.811754,    0.000000 | 1.143739e+00, 2.017435e+00, 3.319433e+00 : 010,  1 :  56
4988 :  -0.929385,   0.298822, -123.117078 |   1.248329,   1.013004,    0.000000 | 3.354030e-01, 7.683381e-01, 1.468213e+01 : 100,  1 :  56
4989 :  -0.088596,   0.723711,  -4.527205 |  -0.051372,   1.199576,    0.000000 | 4.978666e-01, 2.012471e+00, 1.284992e-01 : 010,  2 :  57
4990 :   0.820631,   0.102024, 118.023755 |  -0.783240,   1.113999,    0.000000 | 4.249057e-01, 2.074903e+00, 4.447437e+00 : 010,  2 :  57
4991 :  -0.339053,  -0.047273, 161.668065 |   0.554488,  -0.101713,    0.000000 | 2.293793e-10, 1.978577e-09, 8.381903e-08 : 000, -1 :  84
4992 :   0.703754,  -0.438942, 126.746085 |  -0.114142,   1.361080,    0.000000 | 5.793223e-01, 2.085978e+00, 1.831114e+01 : 010,  1 :  56
4993 :   0.557128,   0.224918, 148.759428 |  -0.976516,   0.159144,    0.000000 | 8.008549e-10, 8.039817e-10, 8.381903e-08 : 000, -1 :  84
4994 :  -0.555143,   0.789628, 144.433046 |  -0.012707,  -1.589475,    0.000000 | 5.493918e-01, 2.127461e+00, 1.713201e+01 : 010,  1 :  56
4995 :  -0.659291,  -0.551271,  46.549657 |  -0.087615,  -1.412507,    0.000000 | 4.151239e-01, 2.147935e+00, 2.501539e+01 : 010,  1 :  56
4996 :  -0.135806,  -0.012714, -33.162815 |  -0.198667,   0.104809,    0.000000 | 1.177743e-09, 1.103932e-09, -0.000000e+00 : 000, -1 :  84
4997 :   0.857484,  -0.442603, -23.754783 |   0.998836,  -1.235925,    0.000000 | 9.339104e-01, 2.143279e+00, 5.319834e+00 : 010,  1 :  56
4998 :   0.884565,  -0.013628, 130.008596 |  -0.919305,   1.130159,    0.000000 | 6.640492e-01, 1.901957e+00, 7.537404e+00 : 010,  2 :  57
4999 :   0.441786,  -0.271184, -81.874655 |  -0.339266,  -0.783332,    0.000000 | 4.733156e-10, 1.136392e-10, 8.381903e-08 : 000, -1 :  84
5000 :  -0.690439,   0.051613, 149.662195 |   0.938361,  -0.647644,    0.000000 | 3.416864e-02, 4.725425e-01, 2.133388e+00 : 100,  2 :  57
5001 :  -0.138005,   0.084985, -34.305136 |  -0.108853,   0.243690,    0.000000 | 1.812511e-09, 1.164827e-09, 8.381903e-08 : 000, -1 :  84
5002 :   0.530373,   0.276361,  -6.381491 |   0.918568,   0.355205,    0.000000 | 3.712785e-10, 6.582216e-10, -0.000000e+00 : 000, -1 :  84
5003 :  -0.693229,  -0.670697, -72.931825 |  -1.390898,   0.767128,    0.000000 | 2.038237e+00, 1.062633e+00, 1.366774e+00 : 100,  1 :  56
5004 :   0.824482,   0.120657, -59.806767 |   0.854561,  -1.073601,    0.000000 | 4.672359e-01, 2.045513e+00, 2.277959e+00 : 010,  2 :  57
5005 :  -0.861151,  -0.870454, 104.916635 |   1.750165,  -1.001338,    0.000000 | 2.013908e+00, 1.144838e+00, 3.518314e+00 : 100,  1 :  56
5006 :   0.243563,   0.603067, -139.783382 |   0.334953,  -1.017320,    0.000000 | 6.421681e-01, 1.974986e+00, 7.745425e+00 : 010,  2 :  57
5007 :   0.781849,  -0.517852,  79.711549 |   1.069022,   1.114506,    0.000000 | 1.901320e+00, 1.200659e+00, 8.146498e+00 : 100,  1 :  56
5008 :   0.625002,   0.265680,  44.230640 |   0.432296,   1.031431,    0.000000 | 4.922290e-02, 1.994731e+00, 7.318132e-01 : 010,  5 :  60
5009 :   0.009891,  -0.825777,  74.704573 |   1.315985,  -0.343013,    0.000000 | 1.972861e+00, 2.441356e-01, 1.089672e+01 : 100,  2 :  57
5010 :  -0.623287,   0.154706, -113.159086 |   0.637904,   0.843499,    0.000000 | 2.957644e-09, 2.202752e-09, 8.381903e-08 : 000, -1 :  84
5011 :   0.954715,  -0.831219,  92.612032 |   1.295748,   1.632934,    0.000000 | 1.526276e+00, 1.785252e+00, 1.582292e+01 : 010,  1 :  56
5012 :   0.753241,  -0.427234, -115.305883 |  -1.166251,  -0.820642,    0.000000 | 2.148780e+00, 9.043979e-01, 6.870934e+00 : 100,  1 :  56
5013 :  -0.794471,   0.650670, -159.196227 |   1.603568,  -0.536970,    0.000000 | 2.086526e+00, 9.582007e-01, 2.368825e+00 : 100,  1 :  56
5014 :  -0.262315,   0.138285, -149.395820 |   0.487733,   0.023916,    0.000000 | 1.440736e-09, 3.965215e-10, 8.381903e-08 : 000, -1 :  84
5015 :   0.328034,   0.961049, 121.448357 |  -1.631983,  -0.364854,    0.000000 | 2.026392e+00, 6.236196e-01, 1.301341e+01 : 100,  1 :  56
5016 :  -0.256474,  -0.392699, 121.469472 |   0.772052,  -0.022635,    0.000000 | 1.573472e-09, 4.146663e-09, -0.000000e+00 : 000, -1 :  84
5017 :  -0.154192,   0.091514, 133.024086 |   0.063077,  -0.288455,    0.000000 | 3.720178e-09, 7.480589e-10, 8.381903e-08 : 000, -1 :  84
5018 :  -0.471777,   0.848571, -10.697745 |  -0.504005,   1.517322,    0.000000 | 1.220626e+00, 2.008577e+00, 7.737204e+00 : 010,  1 :  56
5019 :  -0.915299,  -0.819484, -172.618646 |   1.321415,   1.531955,    0.000000 | 1.358208e+00, 1.845079e+00, 1.105359e+01 : 010,  1 :  56
5020 :  -0.658730,   0.188998, -19.566073 |  -0.917900,   0.656545,    0.000000 | 2.602426e-09, 6.280173e-09, 1.676381e-07 : 000, -1 :  84
5021 :   0.153918,   0.929307,  49.627246 |  -1.001704,   1.184395,    0.000000 | 6.847026e-01, 4.888651e-01, 2.193781e+01 : 010,  1 :  56
5022 :   0.788414,   0.938236, 175.263776 |  -1.421468,  -1.432572,    0.000000 | 1.769729e+00, 1.419426e+00, 1.369873e+01 : 100,  1 :  56
5023 :  -0.398856,  -0.592625,  -6.000317 |  -0.755237,  -0.901905,    0.000000 | 1.397831e-09, 1.244269e-09, 8.381903e-08 : 000, -1 :  84
5024 :  -0.444177,  -0.866284, 107.287064 |   1.579480,  -0.274495,    0.000000 | 2.057965e+00, 1.041372e+00, 1.147884e+00 : 100,  1 :  56
5025 :  -0.191638,  -0.276788,  95.112881 |   0.482114,  -0.273706,    0.000000 | 2.247292e-09, 2.154449e-09, 8.381903e-08 : 000, -1 :  84
5026 :   0.378250,  -0.704586, 173.067497 |  -0.478286,   1.226983,    0.000000 | 1.263205e+00, 1.980980e+00, 1.150245e+01 : 010,  1 :  56
5027 :   0.864931,  -0.129782,  17.976403 |   1.420762,   0.236299,    0.000000 | 1.999027e+00, 1.609221e-01, 1.357770e+01 : 100,  2 :  57
5028 :  -0.171435,  -0.881671, -28.189140 |  -0.934683,  -1.146335,    0.000000 | 2.366944e-01, 9.095463e-01, 9.754192e+00 : 100,  1 :  56
5029 :  -0.659947,   0.094671, 149.527141 |   0.857596,  -0.685502,    0.000000 | 2.989897e-09, 1.615605e-10, -0.000000e+00 : 000, -1 :  84
5030 :   0.027559,  -0.565055,  41.752107 |   0.653492,  -0.663970,    0.000000 | 2.902888e-09, 1.427982e-09, 8.381903e-08 : 000, -1 :  84
5031 :   0.952913,   0.747918, -13.438019 |   1.812483,   0.833246,    0.000000 | 2.009154e+00, 1.187825e+00, 4.996930e+00 : 100,  1 :  56
5032 :  -0.402520,   0.324893,  -1.815169 |  -0.645575,   0.555748,    0.000000 | 2.257752e-09, 9.082542e-09, 8.381903e-08 : 000, -1 :  84
5033 :  -0.519420,   0.153307, 137.420420 |   0.459017,  -0.764645,    0.000000 | 1.212732e-09, 2.477328e-10, 8.381903e-08 : 000, -1 :  84
5034 :   0.485541,  -0.190475,  12.142405 |   0.847659,  -0.138466,    0.000000 | 3.448608e-09, 8.934981e-10, 8.381903e-08 : 000, -1 :  84
5035 :  -0.773822,   0.914864, 125.037711 |  -0.501939,  -1.908303,    0.000000 | 5.165544e-01, 2.290139e+00, 1.660276e+01 : 010,  1 :  56
5036 :  -0.960532,  -0.979646, 146.980544 |   2.205381,   0.490739,    0.000000 | 2.274761e+00, 5.015355e-01, 1.458451e+01 : 100,  1 :  56
5037 :   0.867896,   0.694314, -85.421565 |   1.253805,  -1.333388,    0.000000 | 1.778387e+00, 1.378701e+00, 1.385651e+01 : 100,  1 :  56
5038 :   0.301162,   0.947037, 159.918578 |  -1.001269,  -1.294448,    0.000000 | 7.600681e-02, 1.024473e+00, 1.646474e+00 : 100,  1 :  56
5039 :  -0.601961,  -0.839187,  27.255259 |  -0.248361,  -1.682475,    0.000000 | 7.650130e-01, 2.122714e+00, 8.820310e+00 : 010,  1 :  56
5040 :   0.271638,  -0.271938, -95.539159 |  -0.488905,  -0.402008,    0.000000 | 2.564221e-10, 1.478421e-09, -0.000000e+00 : 000, -1 :  84
5041 :   0.015679,   0.948575, -159.348619 |   0.526753,  -1.470809,    0.000000 | 2.183092e-01, 2.152799e+00, 1.181981e+01 : 010,  2 :  57
5042 :  -0.734341,  -0.179696, 105.051861 |   0.599806,  -1.090947,    0.000000 | 2.839923e-01, 1.920105e+00, 1.065316e+01 : 010,  2 :  57
5043 :   0.131324,   0.416598,  -7.612904 |   0.305239,   0.651339,    0.000000 | 1.899759e-09, 5.644163e-10, 8.381903e-08 : 000, -1 :  84
5044 :   0.792833,   0.147320, -135.191011 |  -0.755303,  -1.092236,    0.000000 | 2.059369e-01, 6.959414e-01, 1.233780e+01 : 100,  2 :  57
5045 :   0.952615,   0.166775, 175.806999 |  -1.584611,  -0.159204,    0.000000 | 2.072300e+00, 6.146513e-01, 1.424195e+01 : 110,  1 :  56
5046 :   0.048406,  -0.644489, -41.766913 |  -0.647492,  -0.844694,    0.000000 | 6.149767e-09, 3.401317e-09, -0.000000e+00 : 000, -1 :  84
5047 :  -0.678785,  -0.983057, -138.986788 |  -0.218907,   1.955058,    0.000000 | 2.544445e-01, 2.141080e+00, 2.257826e+01 : 010,  1 :  56
5048 :   0.446648,  -0.522756, -39.087579 |   0.028125,  -1.131931,    0.000000 | 6.286043e-01, 2.022326e+00, 6.616387e+00 : 010,  2 :  57
5049 :  -0.562150,   0.818736, -130.468477 |   1.626533,  -0.170803,    0.000000 | 2.117353e+00, 3.953393e-01, 2.203353e+01 : 100,  1 :  56
5050 :  -0.942616,   0.485547,  44.917887 |  -1.663764,  -0.529843,    0.000000 | 2.007067e+00, 2.131443e-01, 2.648294e+01 : 100,  1 :  56
5051 :  -0.280118,   0.531644,  13.668174 |  -0.655100,   0.741695,    0.000000 | 1.687223e-10, 1.875822e-09, 8.381903e-08 : 000, -1 :  84
5052 :   0.687173,   0.301157, 109.325930 |  -0.842485,   0.903719,    0.000000 | 8.771377e-02, 3.454481e-01, 6.020246e+00 : 100,  3 :  58
5053 :   0.158866,   0.689245, -100.295167 |   1.069992,  -0.460252,    0.000000 | 2.012866e+00, 2.284189e-01, 1.228555e+00 : 100,  3 :  58
5054 :  -0.944481,  -0.345473,  87.614325 |   0.503677,  -1.577667,    0.000000 | 1.457707e+00, 1.988209e+00, 1.604927e+01 : 010,  1 :  56
5055 :  -0.940839,  -0.803652, 104.974442 |   1.678810,  -1.154766,    0.000000 | 2.002913e+00, 1.145333e+00, 3.460507e+00 : 100,  1 :  56
5056 :   0.428726,  -0.312214, -54.960250 |  -0.015604,  -0.873240,    0.000000 | 1.183469e-09, 6.626432e-10, 8.381903e-08 : 000, -1 :  84
5057 :   0.818032,   0.651612,  30.073167 |   0.628054,   1.603642,    0.000000 | 7.268113e-01, 2.217208e+00, 1.163822e+01 : 010,  1 :  56
5058 :  -0.435880,   0.179724, -122.962239 |   0.638860,   0.441218,    0.000000 | 1.950173e-10, 1.196997e-09, 8.381903e-08 : 000, -1 :  84
5059 :  -0.672466,  -0.525792,  16.486854 |  -0.816134,  -1.144525,    0.000000 | 1.070332e+00, 2.019605e+00, 1.948095e+00 : 010,  1 :  56
5060 :   0.260821,   0.665508,  -8.322466 |   0.583617,   1.022222,    0.000000 | 1.954878e-01, 3.675195e-02, 3.201255e+00 : 010,  3 :  58
5061 :   0.514072,   0.400216,  84.246028 |  -0.570866,   0.908363,    0.000000 | 5.387196e-09, 5.347963e-09, 8.381903e-08 : 000, -1 :  84
5062 :   0.584682,  -0.622816, 132.757796 |   0.099380,   1.403239,    0.000000 | 4.574980e-01, 2.214808e+00, 2.432285e+01 : 010,  1 :  56
5063 :  -0.642346,  -0.220370, -138.627500 |   0.553938,   0.971476,    0.000000 | 1.032072e-10, 5.436912e-10, -0.000000e+00 : 000, -1 :  84
5064 :   0.309614,   0.725887,  42.748602 |  -0.436980,   1.223885,    0.000000 | 4.615417e-01, 1.980248e+00, 2.431365e+01 : 010,  1 :  56
5065 :  -0.675297,  -0.076720, -175.659112 |   1.099299,   0.210148,    0.000000 | 1.985397e+00, 1.129626e-01, 7.067198e+00 : 100,  3 :  58
5066 :   0.670299,   0.857259,   3.962310 |   1.003634,   1.484600,    0.000000 | 1.426816e+00, 1.863562e+00, 1.447264e+01 : 010,  1 :  56
5067 :   0.380662,  -0.104612, 104.052148 |   0.014911,   0.649928,    0.000000 | 6.798411e-11, 3.167875e-10, 8.381903e-08 : 000, -1 :  84
5068 :   0.527089,  -0.487239, 159.580018 |  -0.533501,   1.054786,    0.000000 | 9.864866e-01, 6.038295e-02, 1.985033e+00 : 010,  1 :  56
5069 :  -0.503294,  -0.002861,  72.402121 |  -0.246086,  -0.791442,    0.000000 | 4.488291e-10, 4.886964e-10, 1.676381e-07 : 000, -1 :  84
5070 :  -0.122068,   0.896306, 170.963959 |  -0.033293,  -1.489255,    0.000000 | 7.682414e-01, 2.083762e+00, 9.398907e+00 : 110,  1 :  56
5071 :  -0.296441,  -0.885645, -112.073070 |  -1.168101,   1.000454,    0.000000 | 9.878541e-01, 1.129704e-01, 3.638121e+00 : 010,  1 :  56
5072 :  -0.310771,  -0.646870, -118.446343 |  -0.692854,   0.957388,    0.000000 | 4.011990e-10, 2.977279e-09, 8.381903e-08 : 000, -1 :  84
5073 :   0.149655,   0.483232,  62.717243 |  -0.594276,   0.583795,    0.000000 | 1.071807e-09, 2.359031e-09, 8.381903e-08 : 000, -1 :  84
5074 :  -0.367208,  -0.709183, -101.926294 |  -1.017681,   0.832992,    0.000000 | 1.137511e+00, 7.241205e-02, 6.508655e+00 : 010,  1 :  56
5075 :  -0.834127,  -0.362924, -145.683299 |   0.797575,   1.268013,    0.000000 | 7.278457e-01, 3.065633e-01, 1.588175e+01 : 010,  1 :  56
5076 :   0.884417,  -0.213918, 154.272463 |  -1.159127,   0.949573,    0.000000 | 9.394605e-01, 1.864866e-01, 7.292589e+00 : 010,  1 :  56
5077 :   0.899575,   0.709085, -36.842162 |   1.885701,   0.046237,    0.000000 | 2.181796e+00, 4.323967e-01, 1.840721e+01 : 100,  1 :  56
5078 :  -0.963926,   0.600216,  58.466434 |  -1.672641,  -0.836019,    0.000000 | 2.290353e+00, 6.902380e-01, 1.309862e+01 : 100,  1 :  56
5079 :   0.531863,  -0.743533, 165.733736 |  -0.547109,   1.402495,    0.000000 | 1.121080e+00, 2.021264e+00, 4.168685e+00 : 010,  1 :  56
5080 :   0.773325,   0.746020, 151.281778 |  -1.707139,  -0.465490,    0.000000 | 2.174142e+00, 7.331224e-01, 1.028327e+01 : 100,  1 :  56
5081 :  -0.691226,  -0.285472, 133.668074 |   1.126011,  -0.498783,    0.000000 | 2.005086e+00, 1.343889e-01, 4.955308e-01 : 100,  4 :  59
5082 :   0.647312,  -0.815421, -58.336057 |  -0.583351,  -1.612175,    0.000000 | 6.838750e-01, 2.233497e+00, 1.322899e+01 : 010,  1 :  56
5083 :  -0.525462,   0.860865, -163.382490 |   1.234588,  -1.110969,    0.000000 | 2.015963e+00, 1.082402e+00, 1.817439e+00 : 100,  1 :  56
5084 :  -0.598466,   0.556442, 154.970052 |   0.505285,  -1.247241,    0.000000 | 8.858074e-01, 2.113345e+00, 6.595000e+00 : 010,  1 :  56
5085 :   0.568094,  -0.355606, 120.026829 |   0.038868,   1.102996,    0.000000 | 4.530072e-01, 2.010712e+00, 2.444363e+00 : 010,  2 :  57
5086 :   0.272582,   0.943524,  44.260080 |  -0.762917,   1.426048,    0.000000 | 1.700028e+00, 1.874471e+00, 2.582513e+01 : 110,  1 :  56
5087 :  -0.692296,  -0.213311, 144.655862 |   1.133133,  -0.372971,    0.000000 | 1.994578e+00, 5.605143e-01, 2.872945e+00 : 100,  2 :  57
5088 :   0.846145,   0.390506, -27.725311 |   1.532597,  -0.079017,    0.000000 | 2.068126e+00, 7.582962e-01, 9.290362e+00 : 100,  1 :  56
5089 :  -0.682172,  -0.931045, -68.991510 |  -1.834028,   0.499035,    0.000000 | 2.096374e+00, 9.412999e-01, 2.573541e+00 : 100,  1 :  56
5090 :   0.789822,   0.162527, -85.487226 |   0.369149,  -1.275556,    0.000000 | 4.936842e-01, 2.012412e+00, 1.140688e-01 : 010,  2 :  57
5091 :  -0.877679,  -0.448041,  45.816363 |  -0.478241,  -1.550687,    0.000000 | 2.885374e-01, 2.010147e+00, 2.574869e+01 : 010,  1 :  56
5092 :   0.477615,   0.354653, -89.182924 |   0.595185,  -0.778109,    0.000000 | 6.965142e-09, 1.888145e-11, 8.381903e-08 : 000, -1 :  84
5093 :  -0.986426,   0.513337, -62.933021 |   0.013600,   1.831153,    0.000000 | 7.368075e-01, 2.094845e+00, 8.632030e+00 : 010,  1 :  56
5094 :  -0.457493,  -0.627096, -168.570999 |   0.533815,   1.161486,    0.000000 | 1.161123e+00, 1.992094e+00, 7.005948e+00 : 010,  1 :  56
5095 :   0.483401,   0.001930, -133.785877 |  -0.548542,  -0.576889,    0.000000 | 2.309499e-09, 1.640138e-09, 8.381903e-08 : 000, -1 :  84
5096 :   0.118083,  -0.148482,  91.092657 |   0.240761,   0.199082,    0.000000 | 1.656955e-09, 6.423410e-10, 8.381903e-08 : 000, -1 :  84
5097 :  -0.256758,  -0.022821, -41.331666 |  -0.342313,   0.251017,    0.000000 | 3.536780e-10, 2.106227e-10, 8.381903e-08 : 000, -1 :  84
5098 :   0.332937,  -0.368278, -111.034132 |  -0.762842,  -0.294060,    0.000000 | 1.401864e-09, 4.735342e-10, -0.000000e+00 : 000, -1 :  84
5099 :   0.343706,  -0.601925, -66.059447 |  -0.676271,  -0.919534,    0.000000 | 2.813080e-09, 1.480495e-09, -0.000000e+00 : 000, -1 :  84
5100 :  -0.122567,   0.378396, -99.659677 |   0.648161,   0.094419,    0.000000 | 1.176328e-09, 3.534190e-09, 1.676381e-07 : 000, -1 :  84
5101 :   0.901501,  -0.274233, -177.603564 |  -1.502140,   0.389126,    0.000000 | 2.012773e+00, 5.714726e-01, 1.603851e+01 : 110,  1 :  56
5102 :   0.546383,   0.127876,  45.974935 |   0.473895,   0.793310,    0.000000 | 6.530365e-10, 3.692249e-10, 8.381903e-08 : 000, -1 :  84
5103 :  -0.669512,  -0.518309, 163.977683 |   1.295281,   0.516064,    0.000000 | 2.031859e+00, 1.073357e+00, 2.412632e+00 : 100,  1 :  56
5104 :   0.948333,   0.417498,  23.717103 |   1.153248,   1.257593,    0.000000 | 9.394967e-01, 2.157179e+00, 5.282155e+00 : 010,  1 :  56
5105 :   0.627882,  -0.866092, -27.042228 |   0.272490,  -1.740409,    0.000000 | 7.637132e-01, 2.127330e+00, 8.607279e+00 : 010,  1 :  56
5106 :  -0.562662,  -0.479410, -67.487112 |  -1.084085,   0.553676,    0.000000 | 2.083640e+00, 9.493883e-01, 4.077939e+00 : 100,  1 :  56
5107 :   0.061534,   0.043351,  39.323699 |   0.033148,   0.119439,    0.000000 | 1.484517e-09, 1.842325e-09, 8.381903e-08 : 000, -1 :  84
5108 :  -0.858481,  -0.425745,  38.401878 |  -0.672384,  -1.427594,    0.000000 | 5.975347e-01, 2.359736e+00, 1.996693e+01 : 010,  1 :  56
5109 :  -0.585185,  -0.136218, -80.791085 |  -0.375646,   0.915340,    0.000000 | 1.055747e-09, 8.813428e-11, 8.381903e-08 : 000, -1 :  84
5110 :  -0.890864,   0.916590,  -6.854890 |  -1.276397,   1.673714,    0.000000 | 1.398396e+00, 1.853396e+00, 1.158006e+01 : 010,  1 :  56
5111 :  -0.353255,  -0.970525, 141.454549 |   1.450885,   0.887498,    0.000000 | 2.435740e+00, 6.083379e-01, 2.011050e+01 : 100,  1 :  56
